episode;date;rating;title;summary
S33E21;2022-05-15;6.0;Meat Is Murder;Grampa reconnects with an old associate in the hamburger business.
S33E22;2022-05-22;5.8;Poorhouse Rock;Bart finally learns to admire Homer, but a visit from a magical singing janitor changes everything they thought they knew.
S34E01;2022-09-25;6.5;Habeas Tortoise;After humiliating himself at a town meeting, Homer looks for acceptance in an internet group on the hunt for a missing tortoise and finds something much more sinister.
S34E02;2022-10-02;6.3;One Angry Lisa;Lisa gets called for jury duty, while Marge becomes obsessed with her exercise bike.
S34E03;2022-10-09;6.6;Lisa the Boy Scout;The show is hijacked by cyber terrorists.
S34E04;2022-10-16;6.5;The King of Nice;Marge gets a job as a segment producer on Krusty's new talk show, which she soon realizes is a never-ending nightmare.
S34E05;2022-10-23;7.5;Not It;Young Homer and his friends are terrorized by a killer clown in a special Treehouse of Horror presentation spoofing Stephen King's "It".
S34E06;2022-10-30;8.3;Treehouse of Horror XXXIII;In the 33rd annual Halloween special, Marge's resentment takes a monstrous form, Lisa tries to save the planet through murder, and Homer realizes that he's not the man he thought he was.
S34E07;2022-11-13;6.4;From Beer to Paternity;Homer and Duffman go on a road trip with Lisa that threatens to expose Homer's bad parenting after he becomes Duffman's girl-dad hero.
S34E08;2022-11-20;6.4;Step Brother from the Same Planet;Homer is filled with rage and resentment when Grampa becomes a stepfather to his girlfriend's son; Lisa and Bart throw the ultimate slumber party.
S34E09;2022-11-27;5.8;When Nelson Met Lisa;Lisa and Nelson become an unlikely couple in the future.
S34E10;2022-12-04;6.6;Game Done Changed;Bart ropes Principal Skinner into his scheme to make off a glitch in an online game; Marge and Maggie discover paradise.
S34E11;2022-12-11;6.7;Top Goon;Moe coaches Bart's hockey team and recruits the world's greatest brawlers to teach Nelson the art of hockey goonery.
S34E12;2023-01-01;5.8;My Life as a Vlog;The rise and fall of the Simpson Family Vlog is told through a series of recommended YouTube videos.
